Batsman Name,Team,Dots,Singles,Doubles,Triples,Fours,Sixes,Runs,Deliveries,Opposition Team,Career Average,Match ID,Match Date,Match Year,Venue,,
PA Strang,Zimbabwe,6,1,0,0,1,0,5,8,Sri Lanka,22.24,1456,May-22-1999,1999,Worcester,,
MW Goodwin,Zimbabwe,18,6,2,1,2,0,21,29,Sri Lanka,27.13,1456,May-22-1999,1999,Worcester,,
A Flower,Zimbabwe,32,22,2,1,3,0,41,60,Sri Lanka,35.34,1456,May-22-1999,1999,Worcester,,
ADR Campbell,Zimbabwe,5,2,0,0,1,0,6,8,Sri Lanka,30.5,1456,May-22-1999,1999,Worcester,,
GJ Whittall,Zimbabwe,10,0,0,0,1,0,4,11,Sri Lanka,22.54,1456,May-22-1999,1999,Worcester,,
SV Carlisle,Zimbabwe,21,9,4,0,1,1,27,36,Sri Lanka,27.67,1456,May-22-1999,1999,Worcester,,
HH Streak,Zimbabwe,15,6,2,0,0,0,10,23,Sri Lanka,28.29,1456,May-22-1999,1999,Worcester,,
EA Brandes,Zimbabwe,19,7,1,0,1,1,19,29,Sri Lanka,13.03,1456,May-22-1999,1999,Worcester,,
HK Olonga,Zimbabwe,8,1,0,0,1,0,5,10,Sri Lanka,7.3,1456,May-22-1999,1999,Worcester,,
ST Jayasuriya,Sri Lanka,12,4,1,0,0,0,6,17,Zimbabwe,32.36,1456,May-22-1999,1999,Worcester,,
RS Mahanama,Sri Lanka,44,15,2,0,3,0,31,64,Zimbabwe,29.49,1456,May-22-1999,1999,Worcester,,
MS Atapattu,Sri Lanka,56,24,4,2,4,0,54,90,Zimbabwe,37.57,1456,May-22-1999,1999,Worcester,,
PA de Silva,Sri Lanka,10,4,1,0,0,0,6,15,Zimbabwe,34.9,1456,May-22-1999,1999,Worcester,,
A Ranatunga,Sri Lanka,9,3,0,0,0,0,3,12,Zimbabwe,35.84,1456,May-22-1999,1999,Worcester,,
DPMD Jayawardene,Sri Lanka,20,9,3,0,4,0,31,36,Zimbabwe,33.37,1456,May-22-1999,1999,Worcester,,
RS Kaluwitharana,Sri Lanka,18,10,0,0,2,0,18,30,Zimbabwe,22.22,1456,May-22-1999,1999,Worcester,,
WPUJC Vaas,Sri Lanka,6,9,0,0,2,0,17,17,Zimbabwe,13.68,1456,May-22-1999,1999,Worcester,,
S Ramesh,India,45,12,2,0,7,0,44,66,Kenya,28.08,1457,May-23-1999,1999,Bristol,,
SC Ganguly,India,22,1,0,0,3,0,13,26,Kenya,41.02,1457,May-23-1999,1999,Bristol,,
R Dravid,India,43,48,8,0,10,0,104,109,Kenya,39.16,1457,May-23-1999,1999,Bristol,,
SR Tendulkar,India,33,40,9,0,16,3,140,101,Kenya,44.83,1457,May-23-1999,1999,Bristol,,
KO Otieno,Kenya,52,19,3,3,5,0,54,82,India,18.5,1457,May-23-1999,1999,Bristol,,
RD Shah,Kenya,23,5,0,0,1,0,9,29,India,49.18,1457,May-23-1999,1999,Bristol,,
SK Gupta,Kenya,1,0,0,0,0,0,0,1,India,18,1457,May-23-1999,1999,Bristol,,
SO Tikolo,Kenya,43,22,3,0,6,1,58,75,India,28.75,1457,May-23-1999,1999,Bristol,,
MO Odumbe,Kenya,18,8,1,0,1,0,14,28,India,34.34,1457,May-23-1999,1999,Bristol,,
TM Odoyo,Kenya,34,15,2,0,2,2,39,55,India,9.5,1457,May-23-1999,1999,Bristol,,
AY Karim,Kenya,10,4,0,0,1,0,8,15,India,17.5,1457,May-23-1999,1999,Bristol,,
AV Vadher,Kenya,10,2,0,0,1,0,6,13,India,6.33,1457,May-23-1999,1999,Bristol,,
MA Suji,Kenya,3,1,0,0,0,0,1,4,India,25.04,1457,May-23-1999,1999,Bristol,,
Wajahatullah Wasti,Pakistan,26,3,1,0,1,0,9,31,Australia,23.26,1458,May-23-1999,1999,Leeds,,
Saeed Anwar,Pakistan,14,3,1,0,5,0,25,23,Australia,39.21,1458,May-23-1999,1999,Leeds,,
Abdul Razzaq,Pakistan,64,22,7,2,3,1,60,99,Australia,29.7,1458,May-23-1999,1999,Leeds,,
Ijaz Ahmed,Pakistan,6,0,0,0,0,0,0,6,Australia,32.33,1458,May-23-1999,1999,Leeds,,
Inzamam-ul-Haq,Pakistan,54,36,6,1,6,1,81,104,Australia,39.52,1458,May-23-1999,1999,Leeds,,
Yousuf Youhana,Pakistan,5,5,1,0,4,1,29,16,Australia,41.71,1458,May-23-1999,1999,Leeds,,
Wasim Akram,Pakistan,5,5,0,0,2,0,13,12,Australia,16.52,1458,May-23-1999,1999,Leeds,,
Moin Khan,Pakistan,2,5,0,0,2,3,31,12,Australia,23,1458,May-23-1999,1999,Leeds,,
Azhar Mahmood,Pakistan,0,1,0,0,0,0,1,1,Australia,18.1,1458,May-23-1999,1999,Leeds,,
Saqlain Mushtaq,Pakistan,0,0,0,0,0,0,0,0,Australia,11.85,1458,May-23-1999,1999,Leeds,,
AC Gilchrist,Australia,3,0,0,0,0,0,0,3,Pakistan,35.89,1458,May-23-1999,1999,Leeds,,
ME Waugh,Australia,29,11,3,0,6,0,41,49,Pakistan,39.35,1458,May-23-1999,1999,Leeds,,
RT Ponting,Australia,36,15,2,0,7,0,47,60,Pakistan,42.03,1458,May-23-1999,1999,Leeds,,
DS Lehmann,Australia,7,1,0,0,1,0,5,9,Pakistan,38.96,1458,May-23-1999,1999,Leeds,,
SR Waugh,Australia,33,25,2,2,2,1,49,65,Pakistan,32.9,1458,May-23-1999,1999,Leeds,,
MG Bevan,Australia,39,31,6,0,3,1,61,80,Pakistan,53.58,1458,May-23-1999,1999,Leeds,,
DR Martyn,Australia,10,12,3,0,0,0,18,25,Pakistan,40.8,1458,May-23-1999,1999,Leeds,,
SK Warne,Australia,5,1,0,0,0,0,1,6,Pakistan,13.05,1458,May-23-1999,1999,Leeds,,
PR Reiffel,Australia,3,1,0,0,0,0,1,4,Pakistan,13.97,1458,May-23-1999,1999,Leeds,,
DW Fleming,Australia,1,1,0,1,0,0,4,3,Pakistan,11.69,1458,May-23-1999,1999,Leeds,,
GD McGrath,Australia,2,0,0,0,0,0,0,2,Pakistan,3.83,1458,May-23-1999,1999,Leeds,,
Khaled Mashud,Bangladesh,9,0,0,0,0,0,0,9,Scotland,21.9,1459,May-24-1999,1999,Edinburgh,,
Mehrab Hossain,Bangladesh,16,3,0,0,0,0,3,19,Scotland,24.94,1459,May-24-1999,1999,Edinburgh,,
Faruk Ahmed,Bangladesh,20,3,0,0,1,0,7,24,Scotland,36.85,1459,May-24-1999,1999,Edinburgh,,
Aminul Islam,Bangladesh,1,0,0,0,0,0,0,1,Scotland,23.35,1459,May-24-1999,1999,Edinburgh,,
Akram Khan,Bangladesh,14,0,0,0,0,0,0,14,Scotland,23.23,1459,May-24-1999,1999,Edinburgh,,
Minhajul Abedin,Bangladesh,74,28,6,1,6,0,67,115,Scotland,51.78,1459,May-24-1999,1999,Edinburgh,,
Naimur Rahman,Bangladesh,44,8,4,0,5,0,36,61,Scotland,19.52,1459,May-24-1999,1999,Edinburgh,,
Khaled Mahmud,Bangladesh,4,0,0,0,0,0,0,4,Scotland,14.36,1459,May-24-1999,1999,Edinburgh,,
Enamul Haque,Bangladesh,27,7,4,0,1,0,19,39,Scotland,11.23,1459,May-24-1999,1999,Edinburgh,,
Hasibul Hossain,Bangladesh,11,6,0,0,0,0,6,17,Scotland,8.6,1459,May-24-1999,1999,Edinburgh,,
Manjural Islam,Bangladesh,5,2,0,0,0,0,2,7,Scotland,5.88,1459,May-24-1999,1999,Edinburgh,,
BMW Patterson,Scotland,2,0,0,0,0,0,0,2,Bangladesh,44.76,1459,May-24-1999,1999,Edinburgh,,
IL Philip,Scotland,14,3,0,0,0,0,3,17,Bangladesh,43.73,1459,May-24-1999,1999,Edinburgh,,
MJ Smith,Scotland,12,1,0,0,0,0,1,13,Bangladesh,36.25,1459,May-24-1999,1999,Edinburgh,,
IM Stanger,Scotland,28,3,2,1,0,0,10,34,Bangladesh,27.85,1459,May-24-1999,1999,Edinburgh,,
G Salmond,Scotland,23,3,2,0,3,0,19,31,Bangladesh,46.73,1459,May-24-1999,1999,Edinburgh,,
GM Hamilton,Scotland,35,24,7,1,4,1,63,72,Bangladesh,35.17,1459,May-24-1999,1999,Edinburgh,,
JE Brinkley,Scotland,26,5,0,0,0,0,5,31,Bangladesh,10.71,1459,May-24-1999,1999,Edinburgh,,
AG Davies,Scotland,45,14,3,0,3,0,32,65,Bangladesh,20,1459,May-24-1999,1999,Edinburgh,,
JAR Blain,Scotland,8,7,1,0,0,0,9,16,Bangladesh,2,1459,May-24-1999,1999,Edinburgh,,
Asim Butt,Scotland,2,1,0,0,0,0,1,3,Bangladesh,14.96,1459,May-24-1999,1999,Edinburgh,,
NR Dyer,Scotland,0,0,0,0,0,0,0,0,Bangladesh,4,1459,May-24-1999,1999,Edinburgh,,
MJ Horne,New Zealand,20,0,1,0,0,0,2,21,West Indies,20.41,1460,May-24-1999,1999,Southampton,,
NJ Astle,New Zealand,5,0,1,0,0,0,2,6,West Indies,34.92,1460,May-24-1999,1999,Southampton,,
CD McMillan,New Zealand,57,14,4,2,1,0,32,78,West Indies,28.18,1460,May-24-1999,1999,Southampton,,
SP Fleming,New Zealand,17,0,0,0,0,0,0,17,West Indies,32.4,1460,May-24-1999,1999,Southampton,,
RG Twose,New Zealand,12,0,0,0,0,0,0,12,West Indies,38.81,1460,May-24-1999,1999,Southampton,,
CL Cairns,New Zealand,27,7,4,0,2,0,23,40,West Indies,29.46,1460,May-24-1999,1999,Southampton,,
AC Parore,New Zealand,30,7,0,0,4,0,23,41,West Indies,25.68,1460,May-24-1999,1999,Southampton,,
CZ Harris,New Zealand,28,18,2,0,2,0,30,50,West Indies,29,1460,May-24-1999,1999,Southampton,,
DJ Nash,New Zealand,9,1,0,0,0,0,1,10,West Indies,15.6,1460,May-24-1999,1999,Southampton,,
GR Larsen,New Zealand,12,2,2,0,2,0,14,18,West Indies,14.62,1460,May-24-1999,1999,Southampton,,
GI Allott,New Zealand,2,0,0,0,0,0,0,2,West Indies,3.4,1460,May-24-1999,1999,Southampton,,
SL Campbell,West Indies,27,3,1,1,0,0,8,32,New Zealand,26.24,1460,May-24-1999,1999,Southampton,,
RD Jacobs,West Indies,86,31,4,1,8,1,80,131,New Zealand,23.31,1460,May-24-1999,1999,Southampton,,
JC Adams,West Indies,26,3,0,0,0,0,3,29,New Zealand,28.62,1460,May-24-1999,1999,Southampton,,
BC Lara,West Indies,35,13,1,1,3,1,36,54,New Zealand,40.48,1460,May-24-1999,1999,Southampton,,
SC Williams,West Indies,18,8,1,0,1,0,14,28,New Zealand,32.36,1460,May-24-1999,1999,Southampton,,
NC Johnson,Zimbabwe,8,3,0,1,0,0,6,12,England,36.5,1461,May-25-1999,1999,Nottingham,,
GW Flower,Zimbabwe,72,10,3,1,4,0,35,90,England,33.52,1461,May-25-1999,1999,Nottingham,,
PA Strang,Zimbabwe,17,0,0,0,0,0,0,17,England,22.24,1461,May-25-1999,1999,Nottingham,,
MW Goodwin,Zimbabwe,16,0,2,0,0,0,4,18,England,27.13,1461,May-25-1999,1999,Nottingham,,
A Flower,Zimbabwe,17,5,1,1,0,0,10,24,England,35.34,1461,May-25-1999,1999,Nottingham,,
ADR Campbell,Zimbabwe,20,10,3,0,2,0,24,35,England,30.5,1461,May-25-1999,1999,Nottingham,,
GJ Whittall,Zimbabwe,37,7,3,1,3,0,28,51,England,22.54,1461,May-25-1999,1999,Nottingham,,
SV Carlisle,Zimbabwe,31,4,1,0,2,0,14,38,England,27.67,1461,May-25-1999,1999,Nottingham,,
HH Streak,Zimbabwe,6,5,1,0,1,0,11,13,England,28.29,1461,May-25-1999,1999,Nottingham,,
HK Olonga,Zimbabwe,2,1,0,0,0,0,1,3,England,7.3,1461,May-25-1999,1999,Nottingham,,
N Hussain,England,60,23,3,0,7,0,57,93,Zimbabwe,30.28,1461,May-25-1999,1999,Nottingham,,
AJ Stewart,England,24,4,2,0,1,0,12,31,Zimbabwe,31.6,1461,May-25-1999,1999,Nottingham,,
GA Hick,England,7,4,0,0,0,0,4,11,Zimbabwe,37.33,1461,May-25-1999,1999,Nottingham,,
GP Thorpe,England,48,18,5,2,7,0,62,80,Zimbabwe,37.18,1461,May-25-1999,1999,Nottingham,,
NH Fairbrother,England,18,4,0,1,0,0,7,23,Zimbabwe,39.47,1461,May-25-1999,1999,Nottingham,,
KO Otieno,Kenya,28,8,3,0,3,0,26,42,South Africa,18.5,1462,May-26-1999,1999,Amstelveen,,
RD Shah,Kenya,38,16,3,0,7,0,50,64,South Africa,49.18,1462,May-26-1999,1999,Amstelveen,,
SK Gupta,Kenya,6,1,0,0,0,0,1,7,South Africa,18,1462,May-26-1999,1999,Amstelveen,,
SO Tikolo,Kenya,28,4,3,0,0,0,10,35,South Africa,28.75,1462,May-26-1999,1999,Amstelveen,,
MO Odumbe,Kenya,13,0,0,1,1,0,7,15,South Africa,34.34,1462,May-26-1999,1999,Amstelveen,,
AV Vadher,Kenya,22,2,0,0,0,0,2,24,South Africa,6.33,1462,May-26-1999,1999,Amstelveen,,
TM Odoyo,Kenya,1,0,0,0,0,0,0,1,South Africa,9.5,1462,May-26-1999,1999,Amstelveen,,
AY Karim,Kenya,27,8,3,0,2,0,22,40,South Africa,17.5,1462,May-26-1999,1999,Amstelveen,,
M Sheikh,Kenya,19,6,1,0,0,0,8,26,South Africa,5.4,1462,May-26-1999,1999,Amstelveen,,
MA Suji,Kenya,7,2,0,0,1,0,6,10,South Africa,25.04,1462,May-26-1999,1999,Amstelveen,,
JO Angara,Kenya,2,2,0,0,1,0,6,5,South Africa,10.6,1462,May-26-1999,1999,Amstelveen,,
G Kirsten,South Africa,55,11,2,0,3,0,27,71,Kenya,40.95,1462,May-26-1999,1999,Amstelveen,,
HH Gibbs,South Africa,20,10,3,0,4,1,38,38,Kenya,36.13,1462,May-26-1999,1999,Amstelveen,,
MV Boucher,South Africa,4,1,1,0,0,0,3,6,Kenya,28.57,1462,May-26-1999,1999,Amstelveen,,
JH Kallis,South Africa,57,16,3,0,4,1,44,81,Kenya,44.36,1462,May-26-1999,1999,Amstelveen,,
DJ Cullinan,South Africa,35,11,0,0,3,2,35,51,Kenya,32.99,1462,May-26-1999,1999,Amstelveen,,
S Ramesh,India,2,1,0,0,1,0,5,4,Sri Lanka,28.08,1463,May-26-1999,1999,Taunton,,
SC Ganguly,India,70,55,9,0,17,7,183,158,Sri Lanka,41.02,1463,May-26-1999,1999,Taunton,,
R Dravid,India,57,38,15,1,17,1,145,129,Sri Lanka,39.16,1463,May-26-1999,1999,Taunton,,
SR Tendulkar,India,1,2,0,0,0,0,2,3,Sri Lanka,44.83,1463,May-26-1999,1999,Taunton,,
A Jadeja,India,1,1,2,0,0,0,5,4,Sri Lanka,37.47,1463,May-26-1999,1999,Taunton,,
RR Singh,India,1,0,0,0,0,0,0,1,Sri Lanka,25.95,1463,May-26-1999,1999,Taunton,,
M Azharuddin,India,0,6,0,0,0,1,12,7,Sri Lanka,36.92,1463,May-26-1999,1999,Taunton,,
J Srinath,India,0,0,0,0,0,0,0,0,Sri Lanka,10.63,1463,May-26-1999,1999,Taunton,,
ST Jayasuriya,Sri Lanka,4,3,0,0,0,0,3,7,India,32.36,1463,May-26-1999,1999,Taunton,,
RS Kaluwitharana,Sri Lanka,11,3,0,0,1,0,7,15,India,22.22,1463,May-26-1999,1999,Taunton,,
MS Atapattu,Sri Lanka,18,4,1,1,5,0,29,29,India,37.57,1463,May-26-1999,1999,Taunton,,
PA de Silva,Sri Lanka,46,16,3,2,7,0,56,74,India,34.9,1463,May-26-1999,1999,Taunton,,
DPMD Jayawardene,Sri Lanka,4,0,0,0,1,0,4,5,India,33.37,1463,May-26-1999,1999,Taunton,,
A Ranatunga,Sri Lanka,36,14,0,0,7,0,42,57,India,35.84,1463,May-26-1999,1999,Taunton,,
RS Mahanama,Sri Lanka,25,14,3,0,3,0,32,45,India,29.49,1463,May-26-1999,1999,Taunton,,
WPUJC Vaas,Sri Lanka,3,1,0,0,0,0,1,4,India,13.68,1463,May-26-1999,1999,Taunton,,
KEA Upashantha,Sri Lanka,13,3,1,0,0,0,5,17,India,7,1463,May-26-1999,1999,Taunton,,
GP Wickramasinghe,Sri Lanka,4,2,0,0,0,0,2,6,India,8.6,1463,May-26-1999,1999,Taunton,,
M Muralitharan,Sri Lanka,2,0,0,0,1,0,4,3,India,6.8,1463,May-26-1999,1999,Taunton,,
Khaled Mahmud,Bangladesh,15,3,0,1,0,0,6,19,Australia,14.36,1464,May-27-1999,1999,Chester-le-Street,,
Mehrab Hossain,Bangladesh,56,10,2,0,7,0,42,75,Australia,24.94,1464,May-27-1999,1999,Chester-le-Street,,
Faruk Ahmed,Bangladesh,12,2,0,1,1,0,9,16,Australia,36.85,1464,May-27-1999,1999,Chester-le-Street,,
Naimur Rahman,Bangladesh,3,2,0,0,0,0,2,5,Australia,19.52,1464,May-27-1999,1999,Chester-le-Street,,
Aminul Islam,Bangladesh,20,9,0,0,1,0,13,30,Australia,23.35,1464,May-27-1999,1999,Chester-le-Street,,
Minhajul Abedin,Bangladesh,67,23,3,0,6,0,53,99,Australia,51.78,1464,May-27-1999,1999,Chester-le-Street,,
Akram Khan,Bangladesh,7,0,0,0,0,0,0,7,Australia,23.23,1464,May-27-1999,1999,Chester-le-Street,,
Khaled Mashud,Bangladesh,29,11,1,0,1,0,17,42,Australia,21.9,1464,May-27-1999,1999,Chester-le-Street,,
Enamul Haque,Bangladesh,4,7,1,0,2,0,17,14,Australia,11.23,1464,May-27-1999,1999,Chester-le-Street,,
ME Waugh,Australia,16,12,3,1,3,0,33,35,Bangladesh,39.35,1464,May-27-1999,1999,Chester-le-Street,,
AC Gilchrist,Australia,18,6,1,1,13,0,63,39,Bangladesh,35.89,1464,May-27-1999,1999,Chester-le-Street,,
BP Julian,Australia,3,1,0,0,2,0,9,6,Bangladesh,13.17,1464,May-27-1999,1999,Chester-le-Street,,
TM Moody,Australia,10,4,5,2,6,2,56,29,Bangladesh,23.28,1464,May-27-1999,1999,Chester-le-Street,,
RT Ponting,Australia,3,3,1,1,1,1,18,10,Bangladesh,42.03,1464,May-27-1999,1999,Chester-le-Street,,
MJ Smith,Scotland,22,1,0,0,0,0,1,23,West Indies,36.25,1465,May-27-1999,1999,Leicester,,
MJD Allingham,Scotland,36,6,0,0,0,0,6,42,West Indies,45.5,1465,May-27-1999,1999,Leicester,,
IM Stanger,Scotland,22,5,1,0,0,0,7,28,West Indies,27.85,1465,May-27-1999,1999,Leicester,,
G Salmond,Scotland,3,1,0,0,0,0,1,4,West Indies,46.73,1465,May-27-1999,1999,Leicester,,
GM Hamilton,Scotland,30,8,2,0,3,0,24,43,West Indies,35.17,1465,May-27-1999,1999,Leicester,,
JG Williamson,Scotland,10,1,0,0,0,0,1,11,West Indies,23.4,1465,May-27-1999,1999,Leicester,,
JE Brinkley,Scotland,5,0,1,0,0,0,2,6,West Indies,10.71,1465,May-27-1999,1999,Leicester,,
AG Davies,Scotland,2,0,0,0,0,0,0,2,West Indies,20,1465,May-27-1999,1999,Leicester,,
JAR Blain,Scotland,18,3,0,0,0,0,3,21,West Indies,2,1465,May-27-1999,1999,Leicester,,
Asim Butt,Scotland,5,3,1,0,0,1,11,10,West Indies,14.96,1465,May-27-1999,1999,Leicester,,
NR Dyer,Scotland,2,0,0,0,0,0,0,2,West Indies,4,1465,May-27-1999,1999,Leicester,,
PV Simmons,West Indies,11,3,0,0,1,0,7,15,Scotland,28.93,1465,May-27-1999,1999,Leicester,,
S Chanderpaul,West Indies,19,4,1,0,6,0,30,30,Scotland,41.6,1465,May-27-1999,1999,Leicester,,
SC Williams,West Indies,1,0,0,0,0,0,0,1,Scotland,32.36,1465,May-27-1999,1999,Leicester,,
BC Lara,West Indies,8,3,2,0,3,1,25,17,Scotland,40.48,1465,May-27-1999,1999,Leicester,,
Saeed Anwar,Pakistan,13,6,0,2,4,0,28,25,New Zealand,39.21,1466,May-28-1999,1999,Derby,,
Shahid Afridi,Pakistan,17,1,1,0,2,1,17,22,New Zealand,23.57,1466,May-28-1999,1999,Derby,,
Abdul Razzaq,Pakistan,64,11,3,0,4,0,33,82,New Zealand,29.7,1466,May-28-1999,1999,Derby,,
Ijaz Ahmed,Pakistan,28,33,4,2,1,0,51,68,New Zealand,32.33,1466,May-28-1999,1999,Derby,,
Inzamam-ul-Haq,Pakistan,21,23,8,2,7,0,73,61,New Zealand,39.52,1466,May-28-1999,1999,Derby,,
Saleem Malik,Pakistan,5,2,1,0,1,0,8,9,New Zealand,32.88,1466,May-28-1999,1999,Derby,,
Moin Khan,Pakistan,9,3,2,0,3,0,19,17,New Zealand,23,1466,May-28-1999,1999,Derby,,
Wasim Akram,Pakistan,6,1,0,0,0,0,1,7,New Zealand,16.52,1466,May-28-1999,1999,Derby,,
Azhar Mahmood,Pakistan,5,4,1,0,2,0,14,12,New Zealand,18.1,1466,May-28-1999,1999,Derby,,
Saqlain Mushtaq,Pakistan,0,0,0,0,0,0,0,0,New Zealand,11.85,1466,May-28-1999,1999,Derby,,
MJ Horne,New Zealand,19,1,0,0,0,0,1,20,Pakistan,20.41,1466,May-28-1999,1999,Derby,,
NJ Astle,New Zealand,6,0,0,0,0,0,0,6,Pakistan,34.92,1466,May-28-1999,1999,Derby,,
CD McMillan,New Zealand,16,4,2,0,3,0,20,25,Pakistan,28.18,1466,May-28-1999,1999,Derby,,
SP Fleming,New Zealand,54,34,5,3,4,0,69,100,Pakistan,32.4,1466,May-28-1999,1999,Derby,,
RG Twose,New Zealand,17,7,0,0,0,1,13,25,Pakistan,38.81,1466,May-28-1999,1999,Derby,,
CL Cairns,New Zealand,4,0,0,0,0,0,0,4,Pakistan,29.46,1466,May-28-1999,1999,Derby,,
AC Parore,New Zealand,1,0,0,0,0,0,0,1,Pakistan,25.68,1466,May-28-1999,1999,Derby,,
CZ Harris,New Zealand,63,25,7,1,0,0,42,96,Pakistan,29,1466,May-28-1999,1999,Derby,,
DJ Nash,New Zealand,15,13,4,0,0,0,21,32,Pakistan,15.6,1466,May-28-1999,1999,Derby,,
GR Larsen,New Zealand,2,1,1,0,0,0,3,4,Pakistan,14.62,1466,May-28-1999,1999,Derby,,
SC Ganguly,India,40,10,3,0,6,0,40,59,England,41.02,1467,May 29-30-1999,1999,Birmingham,,
S Ramesh,India,29,8,2,0,2,0,20,41,England,28.08,1467,May 29-30-1999,1999,Birmingham,,
R Dravid,India,52,19,5,0,6,0,53,82,England,39.16,1467,May 29-30-1999,1999,Birmingham,,
SR Tendulkar,India,27,8,3,0,2,0,22,40,England,44.83,1467,May 29-30-1999,1999,Birmingham,,
M Azharuddin,India,19,12,1,0,3,0,26,35,England,36.92,1467,May 29-30-1999,1999,Birmingham,,
A Jadeja,India,11,11,1,2,5,0,39,30,England,37.47,1467,May 29-30-1999,1999,Birmingham,,
NR Mongia,India,3,2,0,0,0,0,2,5,England,20.19,1467,May 29-30-1999,1999,Birmingham,,
J Srinath,India,1,1,0,0,0,0,1,2,England,10.63,1467,May 29-30-1999,1999,Birmingham,,
A Kumble,India,2,6,0,0,0,0,6,8,England,10.53,1467,May 29-30-1999,1999,Birmingham,,
BKV Prasad,India,1,2,0,0,0,0,2,3,England,6.9,1467,May 29-30-1999,1999,Birmingham,,
N Hussain,England,47,7,4,2,3,0,33,63,India,30.28,1467,May 29-30-1999,1999,Birmingham,,
AJ Stewart,England,7,2,0,0,0,0,2,9,India,31.6,1467,May 29-30-1999,1999,Birmingham,,
GA Hick,England,1,0,0,0,0,0,0,1,India,37.33,1467,May 29-30-1999,1999,Birmingham,,
GP Thorpe,England,43,6,1,0,7,0,36,57,India,37.18,1467,May 29-30-1999,1999,Birmingham,,
NH Fairbrother,England,43,14,2,1,2,0,29,62,India,39.47,1467,May 29-30-1999,1999,Birmingham,,
A Flintoff,England,15,3,1,0,1,1,15,21,India,32.01,1467,May 29-30-1999,1999,Birmingham,,
AJ Hollioake,England,7,6,0,0,0,0,6,13,India,25.25,1467,May 29-30-1999,1999,Birmingham,,
MA Ealham,England,3,0,0,0,0,0,0,3,India,17.46,1467,May 29-30-1999,1999,Birmingham,,
D Gough,England,13,7,4,0,1,0,19,25,India,12.42,1467,May 29-30-1999,1999,Birmingham,,
ARC Fraser,England,12,1,1,0,3,0,15,17,India,12.81,1467,May 29-30-1999,1999,Birmingham,,
AD Mullally,England,2,0,0,0,0,0,0,2,India,5.73,1467,May 29-30-1999,1999,Birmingham,,
NC Johnson,Zimbabwe,76,26,5,0,10,0,76,117,South Africa,36.5,1468,May-29-1999,1999,Chelmsford,,
GW Flower,Zimbabwe,35,3,2,0,3,0,19,43,South Africa,33.52,1468,May-29-1999,1999,Chelmsford,,
MW Goodwin,Zimbabwe,29,8,3,0,5,0,34,45,South Africa,27.13,1468,May-29-1999,1999,Chelmsford,,
A Flower,Zimbabwe,20,11,0,0,3,1,29,35,South Africa,35.34,1468,May-29-1999,1999,Chelmsford,,
ADR Campbell,Zimbabwe,1,0,0,0,0,0,0,1,South Africa,30.5,1468,May-29-1999,1999,Chelmsford,,
GJ Whittall,Zimbabwe,19,8,3,0,0,1,20,31,South Africa,22.54,1468,May-29-1999,1999,Chelmsford,,
SV Carlisle,Zimbabwe,6,10,2,0,1,0,18,19,South Africa,27.67,1468,May-29-1999,1999,Chelmsford,,
HH Streak,Zimbabwe,8,3,1,0,1,0,9,13,South Africa,28.29,1468,May-29-1999,1999,Chelmsford,,
G Kirsten,South Africa,1,0,0,0,0,0,0,1,Zimbabwe,40.95,1468,May-29-1999,1999,Chelmsford,,
HH Gibbs,South Africa,16,1,4,0,0,0,9,21,Zimbabwe,36.13,1468,May-29-1999,1999,Chelmsford,,
MV Boucher,South Africa,19,2,1,0,1,0,8,23,Zimbabwe,28.57,1468,May-29-1999,1999,Chelmsford,,
JH Kallis,South Africa,4,0,0,0,0,0,0,4,Zimbabwe,44.36,1468,May-29-1999,1999,Chelmsford,,
DJ Cullinan,South Africa,47,17,0,0,3,0,29,67,Zimbabwe,32.99,1468,May-29-1999,1999,Chelmsford,,
WJ Cronje,South Africa,5,0,0,0,1,0,4,6,Zimbabwe,38.64,1468,May-29-1999,1999,Chelmsford,,
JN Rhodes,South Africa,3,1,0,0,1,0,5,5,Zimbabwe,35.11,1468,May-29-1999,1999,Chelmsford,,
SM Pollock,South Africa,45,28,4,0,4,0,52,81,Zimbabwe,26.45,1468,May-29-1999,1999,Chelmsford,,
L Klusener,South Africa,28,22,3,0,3,2,52,58,Zimbabwe,41.1,1468,May-29-1999,1999,Chelmsford,,
S Elworthy,South Africa,5,1,0,0,0,0,1,6,Zimbabwe,12.5,1468,May-29-1999,1999,Chelmsford,,
AA Donald,South Africa,11,7,0,0,0,0,7,18,Zimbabwe,4.31,1468,May-29-1999,1999,Chelmsford,,
ST Jayasuriya,Sri Lanka,34,6,4,0,5,1,40,50,Kenya,32.36,1469,May-30-1999,1999,Southampton,,
RS Mahanama,Sri Lanka,29,8,2,0,2,0,20,41,Kenya,29.49,1469,May-30-1999,1999,Southampton,,
MS Atapattu,Sri Lanka,18,27,2,1,3,0,46,51,Kenya,37.57,1469,May-30-1999,1999,Southampton,,
PA de Silva,Sri Lanka,1,0,0,0,0,0,0,1,Kenya,34.9,1469,May-30-1999,1999,Southampton,,
A Ranatunga,Sri Lanka,29,27,6,0,4,0,55,66,Kenya,35.84,1469,May-30-1999,1999,Southampton,,
UDU Chandana,Sri Lanka,1,0,0,0,0,0,0,1,Kenya,17.3,1469,May-30-1999,1999,Southampton,,
DPMD Jayawardene,Sri Lanka,9,17,0,0,7,0,45,33,Kenya,33.37,1469,May-30-1999,1999,Southampton,,
